Tree,Linearisation
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (UseV phuphuth_V))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (ComplV2 az_V2 (UsePron (ProDrop it17_Pron))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV hamb_V))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN mnyama_14_N))))))))),ngiyaphuphutha ukuze ngikwazi ukuhamba ebumnyameni
"ChunkPhr (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN mnandi_1a_2a_N)))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (ComplV2 phefumul_V2 (DetCN (DetNum NumSg) (UseN moya_3_4_N))))) (PlusChunk (N_Chunker (N_Pl_Chunk pholile_1a_2a_N)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngasolwandle"")))))))",kumnandi ukuphefumula umoya opholile ngasolwandle
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNP (DetCN (DetNum NumSg) (PossNP (UseN siko_5_6_N) (UsePron we_Pron)))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (AdvVP (ComplV2 bungaz_V2 (DetCN (DetNum NumSg) (UseN Khisimusi_1a_2a_N))) (InstrNPAdv (Deverb15 PPos (ComplV2 dl_V2 (DetCN (DetNum NumSg) (UseN dlo_7_8_N)))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sasemini""))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop it7_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (AdvVP (CopAP (PositA khulu_A)) (NaNPAdv (DetCN (DetNum NumSg) (UseN ndeni_3_4_N))))))))))))",kuyisiko lethu ukubungaza uKhisimusi ngokudla isidlo sasemini esikhulu nomndeni
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kusapholile""))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (Deverb15 PPos (UseV s_V)))) (PlusChunk comma_Chunk (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (PronPostdetNP (ProDrop it17_Pron) (QuantPostdet only_QuantStem)) (UseV fudumal_V))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN mini_9_10_N)))))))))","kusapholile ekuseni, kodwa kuyafudumala emini"
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""yiyona""))) (OneChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (ComplV3 phel_V3 (DetCN (DetNum NumSg) (UseN dlela_9_10_N)) (RelNP (UsePron (ProDrop we_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TRemPastTemp PPos (RelVP IdRP (AdvVP (UseV enz_V) (InstrNPAdv (UsePron they4_Pron))))))))))))))))",yiyona kuphela indlela esingenza ngayo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (AdvVP (ComplV2Nonspec b_V2 (DetCN (DetNum NumSg) (UseN mnandi_1a_2a_N))) (InstrAdvNPAdv (KuNPAdv (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) funda_7_8_N))) (DetCN (DetNum NumSg) (PossNP (UseN khathi_7_8_N) (RelNP (DetCN (DetNum NumPl) (UseN thuli_11_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (DetCN (DetNum NumPl) (UseN andla_6_N))))))))))))) NoVoc,akubi mnandi kuleso sifunda ngesikhathi sezintuli ezinamandla
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN dokotela_1a_2a_N)) (ComplV2 hlinz_V2 (DetCN (DetNum NumSg) (UseN su_7_8_N)))))) NoVoc,odokotela bahlinza isisu
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN ja_9_10_N)) (ComplV2 khonkoth_V2 (PostdetCN (UseN suku_14_N) (QuantPostdet all_QuantStem) (DetNum NumSg)))))) NoVoc,inja yakhonkotha ubusuku bonke
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN bhongolo_9_10_N)) (ComplV2 enz_V2 (RelNP (DetCN (DetNum NumSg) (UseN sindo_3_4_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A)))))))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop youSg_Pron) (Deverb15 PPos (UseV bhong_V)))))),imbongolo yenza umsindo omkhulu wokubhonga
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk omiso_7_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""besikhathaza""))) (PlusChunk (Adv_Chunker (Adv_Chunk kakhulu_Adv)) (OneChunk (QS_Chunker (QS_Chunk (UseQCl TPastTemp PPos (QuestIAdv what_IAdv (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (ComplVS az_VS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 thol_V2 (RelNP (DetCN (DetNum NumSg) (UseN vula_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A))))))))) (LocAdvAdv (LocAdvNP (LocNPAdv (Deverb15 PPos (UseVStative phel_V))) (DetCN (DetNum NumSg) (UseN zi_7_N))))))))))))))",isomiso besikhathaza kakhulu saze sathola imvula enkulu ekupheleni kwesizini
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN khozi_11_10_N)) (AdvVP (AdvVP (UseV ndizel_V) phezulu_Adv) (LocAdvAdv (LocAdvNP ngaphezu_LocAdv (DetCN (DetNum NumPl) (UseN wa_5_6_N))))))))) (PlusChunk comma_Chunk (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it11_Pron)) (AdvVP (ComplV2 fun_V2 (Deverb15 PPos (UseV dl_V))) (KwaNPAdv (UsePron it11_Pron)))))))))),"ukhozi lwandizela phezulu ngaphezu kwamawa, lufuna ukudla kwalo"
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV cel_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (UseVStative hlel_V))))) (PlusChunk (N_Chunker (N_Pl_Chunk mbali_9_10_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kule""))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""vase""))))))))",ngicela uhlele izimbali kule vase
ExtPhrConj (ExtPhrConj (PhrUtt NoPConj (UttS (ExistNP (AdvNP (UsePron (ProDrop she_Pron)) (NPAdv (DetCN (DetNum NumSg) (UseN cela_5_6_N)))))) NoVoc) (ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 sul_V2 (DetCN (DetNum NumSg) (UseN tafula_5_6_N)))))) NoVoc) (PhrUtt NoPConj (UttS (ExistNP (DetCN (DetNum NumPl) (UseN ba_1a_2a_N)))) NoVoc))) (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 namathel_V2 (UsePron (ProDrop it5_Pron))))) NoVoc),ngicela usule itafula ngoba linamathele
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ezombusazwe""))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they10_Pron)) (CopNP (DetCN (DetNum NumSg) (UseN daba_9_10_N))))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (PossNP (RelN (UseRCl TPresTemp PNeg (RelVPShort IdRP (UseV funek_V))) ndlu_9_10_N) (UsePron we_Pron))))))))",ezombusazwe ziyindaba engafuneki endlini yethu
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 dons_V2 (DetCN (DetNum NumSg) (UseN thambo_9_10_N))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 qinis_V2 (UsePron (ProDrop it9_Pron))) (LocAdvAdv (LocAdvNP (LocNNgaAdv phambi_LocN) (Deverb15 PPos (ComplV2 boph_V2 (DetCN (DetNum NumSg) (UseN findo_5_6_N)))))))))) NoVoc),donsa intambo uyiqinise ngaphambi kokubopha ifindo
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 phush_V2 (DetCN (DetNum NumSg) (UseN hlalo_7_8_N)))))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 y_V2 (UsePron (ProDrop we_Pron)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ekhoneni""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN thole_7_8_N)))) (PlusChunk (NP_Chunker (NP_Nom_Chunk (RelNP (DetCN (DetNum NumSg) (UseN khala_7_8_N)) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV th_V)))))) (OneChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV xax_V)))))))))))",phusha isihlalo siye ekhoneni ukuze sithole isikhala esithe xaxa
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 bon_V2 (DetCN (DetNum NumSg) (PossNP (PredetN (QuantPredet all_QuantStem) khazimulo_9_10_N) (DetCN (DetNum NumPl) (UseN ntaba_9_10_N))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""zangakini"")))))",sibone yonke inkazimulo yezintaba zangakini
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 bon_V2 (Deverb15 PPos (UseV fiphal_V))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""okwenziwe""))) (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN thunzi_7_8_N) (DetCN (DetNum NumSg) (UseN hlaba_3_4_N))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN nyanga_9_10_N))))))))",sibone ukufiphala okwenziwe isithunzi somhlaba enyangeni
PhrUtt NoPConj (UttQS (UseQCl TPastTemp PPos (QuestIAdv what_IAdv (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplV2 bon_V2 (RelNP (DetCN (DetNum NumPl) (UseN vemvane_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA mibalabala_R)))))) (NPAdv (RelNP (UsePron (ProDrop they4_Pron)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV and_V)))))))))) NoVoc,sibone izimvemvane ezimibalabala engandini
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sizokwemba""))) (PlusChunk (NP_Chunker (NP_Nom_Chunk (RelNP (DetCN (DetNum NumSg) (UseN godi_3_4_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative jul_V)))))) (OneChunk (CN_Chunker (CN_Sg_Chunk (RelN (UseRCl TFutTemp PPos (RelVPShort IdRP (AdvVP (UseV tshal_V) (LocAdvAdv (LocNPAdv (UsePron it3_Pron)))))) hlahla_7_8_N))))))",sizokwemba umgodi ojulile esizotshala kuwo isihlahla
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 m_V2 (UsePron (ProDrop we_Pron))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN bhuloho_5_6_N)))) (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (ComplV2 phons_V2 (DetCN (DetNum NumPl) (UseN thi_11_10_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN nzi_6_N))))))))) NoVoc),sime ebhulohweni saphonsa izinti emanzini
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN gwaqo_3_4_N)) (CopAP (PositA hle_A)))))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (CopNP (DetCN (DetNum NumSg) (UseN caba_7_8_N))))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (CopNP (UsePron (ProDrop it14_Pron))))))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop it9_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN gquma_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (AdAP very_AdA (PositA ningi_A)))))))))))))))),umgwaqo wawumuhle futhi uyisicaba ungenamagquma amaningi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN qhude_5_6_N)) (AdvVP (AdvVP (UseV khal_V) kakhulu_Adv) (LocAdvNPAdv njalo_Adv (Deverb15 PPos (UseVStative s_V))))))) NoVoc,iqhude likhala kakhulu njalo ekuseni
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk tolo_7_8_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngeke""))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV3 dayisel_V3 (UsePron (ProDrop we_Pron)) (RelNP (DetCN (DetNum NumPl) (UseN ngane_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopLocative (LocAdvLoc (LocAdvNP (LocNNgaAdv phansi_LocN) (DetCN (DetNum NumPl) (UseN nyaka_3_4_N)))))))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""eyi-16""))) (OneChunk (N_Chunker (N_Sg_Chunk gwayi_11_N)))))))",isitolo ngeke sidayisele izingane ezingaphansi kweminyaka eyi-16 ugwayi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN fana_1_2_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ncane_A))))) (AdvVP (AdvVP (ComplV2 shay_V2 (DetCN (DetNum NumSg) (UseN dadewabo_1a_2a_N))) lapho_Adv) (NPAdv (RelNP (UsePron (ProDrop they4_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative thukuthel_V))))))))) NoVoc,umfana omncane washaya udadewabo lapho ethukuthele
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ngulube_9_10_N) (DetCN (DetNum NumSg) (UseN sikazi_9_10_N)))) (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (PossNP (UseN chwane_5_6_N) (DetCN (DetNum NumPl) (UseN ngulube_9_10_N)))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (DetCN (DetNum NumSg) (UseN thupha_7_8_N)))))))))) NoVoc,ingulube yensikazi yayinamachwane ezingulube ayisithupha
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ungasidla""))) (PlusChunk (N_Chunker (N_Sg_Chunk thelo_7_8_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""salesi""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN hlahla_7_8_N)))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sasempumalanga""))))))))",ungasidla isithelo salesi sihlahla sasempumalanga
"ChunkPhr (PlusChunk (V_Chunker (V_ile_Chunk sizw_V)) (PlusChunk (S_Chunker (S_Chunk (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN sindo_3_4_N) (DetCN (DetNum NumPl) (PossNP (UseN sondo_5_6_N) (DetCN (DetNum NumSg) (UseN hhashi_5_6_N))))))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (AdvVP (UseV hamb_V) (LocAdvAdv (LocNPAdv (RelNP (DetCN (DetNum NumSg) (UseN ndawo_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (UsePron (ProDrop youPl_Pron)))))))))))))) (PlusChunk (V_Chunker (V_e_Chunk enziw_V)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngosimende"")))))))",sizwe ngomsindo wamasondo ehhashi lihamba endaweni eyenziwe ngosimende
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNP (RelNP (UsePron (ProDrop they4_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 zwakal_V2 (Deverb15 PPos (UseV th_V)))))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) donga_11_10_N)) (CopNP (DetCN (DetNum NumSg) (UseN gobongo_5_6_N)))))) NoVoc),kuyezwakala ukuthi lolu donga luyigobongo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN vubu_9_10_N)) (AdvVP (UseVStative vel_V) (LocAdvNPAdv (InstrNPAdv (ExtConjNP (DetCN (DetNum NumPl) (UseN dlebe_5_6_N)) with_Conj (DetCN (DetNum NumPl) (UseN iso_5_6_N)))) (RelNP (DetCN (DetNum NumSg) (UseN fula_3_4_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative jul_V))))))))) NoVoc,imvubu ivele ngamadlebe namehlo emfuleni ojulile
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (CopNP (RelNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TRemPastTemp PPos (RelVPShort IdRP (AdvVP (ComplV2 gcin_V2 (UsePron (ProDrop it5_Pron))) (NPAdv (DetCN (DetNum NumSg) (PossNP (UseN bhantshi_5_6_N) (UsePron i_Pron)))))))) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 eph_V2 (UsePron (ProDrop youSg_Pron)))))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 land_V2 (UsePron (ProDrop it5_Pron)))))) NoVoc),ungaligcina ibhantshi lami kepha ngizolilanda
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN makhelwane_1a_2a_N) (UsePron i_Pron))) (ComplV2 gcin_V2 (DetCN (DetNum NumPl) (UseN nyosi_9_10_N))))))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN nyosi_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA bili_A)))))))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (PossNP (UseN gadi_9_10_N) (UsePron she_Pron))))))))),umakhelwane wami ugcina izinyosi futhi unezinyosi ezimbili engadini yakhe
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN khwenyana_1_2_N) (UsePron i_Pron))) (ComplV2 siz_V2 (UsePron (ProDrop i_Pron))))))) (OneChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN bhizinisi_5_6_N) (UsePron i_Pron)))))))),umkhwenyana wami uyangisiza ngebhizinisi lami
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (AdvVP (CopLocative khona_Loc) (NPAdv (RelNP (UsePron (ProDrop it3_Pron)) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 bon_V2 (UsePron (ProDrop i_Pron))))))))))) NoVoc,akekho owangibona
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (ComplV2 m_V2 (DetCN (DetNum NumPl) (UseN wundlu_5_6_N))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""esekhule""))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPastTemp PPos (RelVPShort IdRP (ComplV2 anel_V2 (UsePron (ProDrop it17_Pron))))))))) (PlusChunk comma_Chunk (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (ComplV2 thath_V2 (UsePron (ProDrop they6_Pron))) (KwaNPAdv (DetCN (DetNum NumSg) (UseN nina_1a_2a_N)))))))))))))","uma amawundlu esekhule ngokwanele, siwathatha konina"
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN ngulube_9_10_N) (UsePron we_Pron))) (CopAP (AdAP very_AdA (PositA khulu_A)))))) NoVoc,izingulube zethu zinkulu kakhulu
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN khunzi_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative thukuthel_V)))) (AdvVP (ComplV2 xosh_V2 (UsePron (ProDrop i_Pron))) (LocAdvAdv (LocAdvNP (LocNNgaAdv phandle_LocN) (DetCN (DetNum NumSg) (UseN simu_9_6_N)))))))) NoVoc,inkunzi ethukuthele yangixosha ngaphandle kwensimu
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN lwandle_11_10_N)) (UseVStative mbozw_V)))) NoVoc) (PhrUtt NoPConj (UttS (ExistNP (DetCN (DetNum NumSg) (UseN hlabathi_7_8_N)))) NoVoc),ulwandle lumbozwe yisihlabathi
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN nyosi_9_10_N)) (AdvVP (AdvVP (ComplV2 shiy_V2 (DetCN (DetNum NumSg) (PossNP (UseN dosi_11_10_N) (UsePron they4_Pron)))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN nyawo_11_10_N) (UsePron i_Pron)))))) lapho_Adv))))) (OneChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it9_Pron) (ComplV2 lum_V2 (UsePron (ProDrop i_Pron))))))),inyosi ishiye udosi lwayo onyaweni lwami lapho ingiluma
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN bhuzi_9_10_N) (DetCN (DetNum NumSg) (UseN lisa_7_N)))) (CopNPAssoc (ExtConjNP (DetCN (DetNum NumSg) (UseN ntshebe_9_10_N)) with_Conj (DetCN (DetNum NumPl) (UseN mpondo_9_10_N))))))) NoVoc,imbuzi yesilisa inentshebe nezimpondo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN nyoni_9_10_N)) (ComplV2 shay_V2 (DetCN (DetNum NumPl) (PossNP (UseN phiko_5_6_N) (UsePron they4_Pron))))))) NoVoc,inyoni yashaya amaphiko ayo
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN ndwandwe_9_10_N)) (ComplV2 m_V2 (RelNP (DetCN (DetNum NumSg) (UseN khathi_7_8_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA de_A))))))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (NPAdv (DetCN (DetNum NumSg) (UseN bheka_5_6_N))) (AdvS (NPAdv (DetCN (DetNum NumPl) (UseN hlanzi_9_10_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (ComplV2 om_V2 (DetCN (DetNum NumPl) (UseN xoxo_5_6_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN nzi_6_N)))))))))) NoVoc),indwandwe ima isikhathi eside ibheka izinhlanzi noma amaxoxo emanzini
"ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN nogolantethe_1a_2a_N) (DetCN (DetNum NumSg) (UseN hlobo_11_10_N))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lwemarabhowu""))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop they6_Pron) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV v_V))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""umubi"")))))))",unogolantethe wohlobo lwemarabhowu ave umubi
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN xobho_5_6_N)) (CopNP (RelNP (DetCN (DetNum NumSg) (UseN ndawo_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative balulek_V)))))))) NoVoc) (DirectSpeechAdv (InstrNPAdv (DetCN (DetNum NumSg) (UseN ba_1a_2a_N))) TPresTemp hlal_V (DetCN (DetNum NumSg) (PossNP (UseN nqwaba_9_10_N) (AdvNP (DetCN (DetNum NumPl) (UseN nyoni_9_10_N)) (KuAdvNPAdv (NaNPAdv (DetCN (DetNum NumPl) (UseN lwane_7_8_N))) (UsePron it5_Pron)))))),ixobho liyindawo ebalulekile ngoba kuhlala inqwaba yezinyoni nezilwane kulo
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNPLoc (UseN nyoka_9_10_N) (DetCN (DetNum NumSg) (UseN godi_3_4_N)))) (CopNPAssoc (DetCN (DetNum NumSg) (EmphCN (UseN hlungu_7_8_N)))))))) (PlusChunk (Postdet_Chunker (Postdet_Chunk (ProDrop it17_Pron) (QuantPostdet only_QuantStem))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it9_Pron)) (AdvVP (UseV lum_V) (PositAdvAdj buhlungu_R))))))))),inyoka yasemgodini ayinaso isihlungu kodwa iluma kabuhlungu
