Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umfowabo wawo amadoda uthengise ikhabe
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,indoda engakhwehleli ayidlanga isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,yena umuntu obengenajezi elimakhwezikhwezi akathandi inyama
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,indoda ayithandanga ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,umfowabo wenkosikazi akayuku-oda inhlanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona indoda engenasambulela engesikhulu ayizukufuna uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umuntu obenejezi elimakhwezikhwezi uthanda ubhanana
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN girl_N))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umfowabo wawo amantombazana ujabulele amanzi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,intombazana engezukuba nasambulela engesikhulu ayiyukufuna amanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,yena umfana ohlekayo uzojabulela inhlanzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umfana onejezi elimakhwezikhwezi usika izambane
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) man_N)) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,leyo ndoda izosika ubhanana
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,indoda ebinejezi elimakhwezikhwezi ayizukuthenga inhlanzi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,indoda ehlekayo yathanda ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,yena umuntu ozoba nesambulela esikhulu uthande ikhabe
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN girl_N))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umfowabo wawo amantombazana akasikanga ubhanana
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona intombazana yathanda isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (UseN human_N)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,ubabekazi wabantu akazukufuna izambane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umfana ongahleki akamilisanga ikhabe
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yena umuntu ohlekayo ufune ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,yona indoda ebingenajezi elimakhwezikhwezi ayithengisanga ikhabe
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN girl_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,ubabekazi wawo amantombazana udle obhontshisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,inkosikazi ebinejezi elimakhwezikhwezi ayithengisanga umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana enesambulela esikhulu iyofuna uletisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,indoda engenasambulela engesikhulu ayiyukukha ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda enesambulela esikhulu imilisa obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,inkosikazi ebinejezi elimakhwezikhwezi iyoku-oda isinkwa
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umfowabo wakhe umfana akamilisanga uletisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umfana ozoba nejezi elimakhwezikhwezi akazuku-oda ithanga
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,inkosikazi enesambulela esikhulu ayizuku-oda ithanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona inkosikazi ebingenajezi elimakhwezikhwezi ayisikanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umuntu ozoba nesambulela esikhulu wadla ithanga
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umuntu obengenajezi elingemakhwezikhwezi akafuni umfino
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,umfana ozoba nejezi elimakhwezikhwezi uzojabulela ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona indoda enesambulela esikhulu ayiyukufuna uletisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,indoda engenasambulela esikhulu ayiyuku-oda itiye
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))))) (ComplV2 prepare_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,umfowabo wayo intombazana walungisa amaqanda
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,inkosikazi ebinejezi elimakhwezikhwezi ayithengisanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) man_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,leyo ndoda ayidli iphalishi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda ehlekayo ithenga izambane
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,indoda engakhwehleli ayizukulungisa inhlanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,ubabekazi wawo amadoda akazukuthenga ubisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,umuntu ongakhwehleli akasikanga umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,umfowabo wawo amakhosikazi akayukuthenga ikhofi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yena umuntu ongakhwehleli akajabulelanga isinkwa
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN man_N)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,umamekazi wamadoda akathandanga ubisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,inkosikazi ebinesambulela esikhulu ayithandi ubisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,inkosikazi engenajezi elimakhwezikhwezi ayizukuthengisa ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,yona intombazana engezukuba nasambulela esikhulu ayithengi itiye
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umfana ohlekayo ufune izambane
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,umamekazi wenkosikazi uzothengisa inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,inkosikazi ebingenasambulela engesikhulu ayithengisanga amaqanda
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,inkosikazi ebingenasambulela esikhulu ayifunanga inyama
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda engenasambulela engesikhulu ayiyukuthenga obhontshisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,yena umuntu onejezi elimakhwezikhwezi uthengisa itiye
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,yona intombazana engenajezi elingemakhwezikhwezi ayithandanga inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN girl_N)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,umamekazi wamantombazana uthande ikhofi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (UseN woman_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,ubabekazi wamakhosikazi aka-odanga isithelo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (UseN human_N)))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umfowabo wabantu uyosika ubhanana
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi enesambulela esikhulu ayifunanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umfowabo wabo abantu usike umfino
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (UseN human_N)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,ubabekazi wabantu akathengisanga itiye
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,indoda ebingenajezi elingemakhwezikhwezi ayifunanga isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) girl_N)) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,le ntombazana ayizukuthengisa inyama
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,indoda ayidlanga umongo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,yena umfana okhwehlelayo aka-odanga inyama
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,yena umuntu ongakhwehleli akathengisanga amaqanda
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,ubabekazi wawo amakhosikazi udle ikhabe
